"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"04-BIOLOŠKA IMOVINA","0-POTRAŽIVANJA ZA UPISANI KAPITAL I DUGOTRAJNA IMOVINA","04","0","0","Fixed Asset","Asset","EUR"
"040-Biološka imovina – bilje – višegodišnji nasadi","04-BIOLOŠKA IMOVINA","040","04","1","","Asset","EUR"
"0400-Voćnjaci","040-Biološka imovina – bilje – višegodišnji nasadi","0400","040","1","","Asset","EUR"
"0401-Vinogradi","040-Biološka imovina – bilje – višegodišnji nasadi","0401","040","0","Fixed Asset","Asset","EUR"
"0402-Maslinici","040-Biološka imovina – bilje – višegodišnji nasadi","0402","040","0","Fixed Asset","Asset","EUR"
"0403-Plantaže nasada","040-Biološka imovina – bilje – višegodišnji nasadi","0403","040","0","Fixed Asset","Asset","EUR"
"0404-Parkovi, zelenila i cvijeće (višegodišnje)","040-Biološka imovina – bilje – višegodišnji nasadi","0404","040","0","Fixed Asset","Asset","EUR"
"0405-Ulaganja u ostale višegodišnje nasade","040-Biološka imovina – bilje – višegodišnji nasadi","0405","040","0","Fixed Asset","Asset","EUR"
"041-Biološka imovina – životinje – osnovno stado","04-BIOLOŠKA IMOVINA","041","04","0","Fixed Asset","Asset","EUR"
"0410-Goveda – krave","041-Biološka imovina – životinje – osnovno stado","0410","041","1","","Asset","EUR"
"0411-Konji","041-Biološka imovina – životinje – osnovno stado","0411","041","0","Fixed Asset","Asset","EUR"
"0412-Mazge, magarci i mule","041-Biološka imovina – životinje – osnovno stado","0412","041","0","Fixed Asset","Asset","EUR"
"0413-Svinje","041-Biološka imovina – životinje – osnovno stado","0413","041","0","Fixed Asset","Asset","EUR"
"0414-Ovce i koze","041-Biološka imovina – životinje – osnovno stado","0414","041","0","Fixed Asset","Asset","EUR"
"0415-Perad","041-Biološka imovina – životinje – osnovno stado","0415","041","0","Fixed Asset","Asset","EUR"
"0416-Ribe","041-Biološka imovina – životinje – osnovno stado","0416","041","0","Fixed Asset","Asset","EUR"
"0417-Pčelinja društva","041-Biološka imovina – životinje – osnovno stado","0417","041","0","Fixed Asset","Asset","EUR"
"0418-Stado divljači","041-Biološka imovina – životinje – osnovno stado","0418","041","0","Fixed Asset","Asset","EUR"
"0419-Ostale nespomenute životinje (psi, ptice i dr.)","041-Biološka imovina – životinje – osnovno stado","0419","041","0","Fixed Asset","Asset","EUR"
"046-Predujmovi za biološku imovinu","04-BIOLOŠKA IMOVINA","046","04","0","Fixed Asset","Asset","EUR"
"0460-Predujmovi za višegodišnje nasade","046-Predujmovi za biološku imovinu","0460","046","1","","Asset","EUR"
"0461-Predujmovi na nabavu životinja","046-Predujmovi za biološku imovinu","0461","046","0","Fixed Asset","Asset","EUR"
"047-Biološka imovina u pripremi","04-BIOLOŠKA IMOVINA","047","04","0","Fixed Asset","Asset","EUR"
"0470-Višegodišnji nasadi u pripremi","047-Biološka imovina u pripremi","0470","047","1","","Asset","EUR"
"0471-Životinje (osnovno stado) u nabavi","047-Biološka imovina u pripremi","0471","047","0","Fixed Asset","Asset","EUR"
"048-Vrijednosno usklađenje biološke imovine","04-BIOLOŠKA IMOVINA","048","04","0","Fixed Asset","Asset","EUR"
"0480-Vrijednosno usklađenje višegodišnjih nasada","048-Vrijednosno usklađenje biološke imovine","0480","048","1","","Asset","EUR"
"0481-Vrijednosno usklađenje životinja (osnovnog stada)","048-Vrijednosno usklađenje biološke imovine","0481","048","0","Fixed Asset","Asset","EUR"
"049-Akumulirana amortizacija biološke imovine","04-BIOLOŠKA IMOVINA","049","04","0","Fixed Asset","Asset","EUR"
"0490-Akumulirana amortiz. višegodišnjih nasada","049-Akumulirana amortizacija biološke imovine","0490","049","1","","Asset","EUR"
"0491-Akumulirana amortiz. životinja (osnovnog stada)","049-Akumulirana amortizacija biološke imovine","0491","049","0","Fixed Asset","Asset","EUR"
"05-ULAGANJA U NEKRETNINE","0-POTRAŽIVANJA ZA UPISANI KAPITAL I DUGOTRAJNA IMOVINA","05","0","0","Fixed Asset","Asset","EUR"
"050-Ulaganja u nekretnine – zemljišta","05-ULAGANJA U NEKRETNINE","050","05","1","","Asset","EUR"
"051-Ulaganja u nekretnine – građevine","05-ULAGANJA U NEKRETNINE","051","05","0","Fixed Asset","Asset","EUR"
"0510-Građevine u najmovima (poslovne zgrade, skladišta,...","051-Ulaganja u nekretnine – građevine","0510","051","1","","Asset","EUR"
"0511-Građevine izvan uporabe (zgrade, skladišta, stanovi,...","051-Ulaganja u nekretnine – građevine","0511","051","0","Fixed Asset","Asset","EUR"
"056-Predujmovi za ulaganja u nekretnine","05-ULAGANJA U NEKRETNINE","056","05","0","Fixed Asset","Asset","EUR"
"0560-Predujam za ulaganja u zemljište","056-Predujmovi za ulaganja u nekretnine","0560","056","1","","Asset","EUR"
"0561-Predujam za ulaganje u građevine","056-Predujmovi za ulaganja u nekretnine","0561","056","0","Fixed Asset","Asset","EUR"
"057-Ulaganja u nekretnine u pripremi","05-ULAGANJA U NEKRETNINE","057","05","0","Fixed Asset","Asset","EUR"
"0570-Ulaganja u zemljišta u nabavi","057-Ulaganja u nekretnine u pripremi","0570","057","1","","Asset","EUR"
"0571-Ulaganja u građevine u nabavi","057-Ulaganja u nekretnine u pripremi","0571","057","0","Fixed Asset","Asset","EUR"
"0572-Ulaganja u građevine u izgradnji","057-Ulaganja u nekretnine u pripremi","0572","057","0","Fixed Asset","Asset","EUR"
"058-Vrijednosno usklađenje ulaganja u nekretnine","05-ULAGANJA U NEKRETNINE","058","05","0","Fixed Asset","Asset","EUR"
"0580-Vrijednosno usklađenje ulaganja u zemljište","058-Vrijednosno usklađenje ulaganja u nekretnine","0580","058","1","","Asset","EUR"
"0581-Vrijednosno usklađenje ulaganja u građevine","058-Vrijednosno usklađenje ulaganja u nekretnine","0581","058","0","Fixed Asset","Asset","EUR"
"059-Akumulirana amortizacija ulaganja u građevine","05-ULAGANJA U NEKRETNINE","059","05","0","Fixed Asset","Asset","EUR"
"06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","0-POTRAŽIVANJA ZA UPISANI KAPITAL I DUGOTRAJNA IMOVINA","06","0","0","Fixed Asset","Asset","EUR"
"060-Ulaganja u udjele (dionice) i ostale vrijednosne papire...","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","060","06","1","","Asset","EUR"
"0600-Ulaganja u udjele (dionice) poduzetnika unutar grupe","060-Ulaganja u udjele (dionice) i ostale vrijednosne papire...","0600","060","1","","Asset","EUR"
"0601-Ulaganja u ostale vrijednosne papire poduzetnika unutar...","060-Ulaganja u udjele (dionice) i ostale vrijednosne papire...","0601","060","0","Fixed Asset","Asset","EUR"
"061-Dani zajmovi, depoziti i slično poduzetnicima unutar grupe","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","061","06","0","Fixed Asset","Asset","EUR"
"0610-Dani dugotrajni zajmovi poduzetnicima unutar grupe","061-Dani zajmovi, depoziti i slično poduzetnicima unutar grupe","0610","061","1","","Asset","EUR"
"0611-Dani dugotrajni depoziti poduzetnicima unutar grupe","061-Dani zajmovi, depoziti i slično poduzetnicima unutar grupe","0611","061","0","Fixed Asset","Asset","EUR"
"0612-Dane kaucije, kapare i slično poduzetnicima unutar grupe","061-Dani zajmovi, depoziti i slično poduzetnicima unutar grupe","0612","061","0","Fixed Asset","Asset","EUR"
"062-Ulaganja u udjele (dionice) i ostale vrijednosne papire...","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","062","06","0","Fixed Asset","Asset","EUR"
"0620-Ulaganja u udjele (dionice) društava povezanih...","062-Ulaganja u udjele (dionice) i ostale vrijednosne papire...","0620","062","1","","Asset","EUR"
"0621-Ulaganja u ostale vrijednosne papire društava povezanih...","062-Ulaganja u udjele (dionice) i ostale vrijednosne papire...","0621","062","0","Fixed Asset","Asset","EUR"
"063-Dani zajmovi, depoziti i slično društvima povezanim...","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","063","06","0","Fixed Asset","Asset","EUR"
"0630-Dani dugotrajni zajmovi društvima povezanim sudjelujućim...","063-Dani zajmovi, depoziti i slično društvima povezanim...","0630","063","1","","Asset","EUR"
"0631-Dani dugotrajni depoziti društvima povezanim...","063-Dani zajmovi, depoziti i slično društvima povezanim...","0631","063","0","Fixed Asset","Asset","EUR"
"0632-Dane kaucije, kapare i slično društvima povezanim...","063-Dani zajmovi, depoziti i slično društvima povezanim...","0632","063","0","Fixed Asset","Asset","EUR"
"064-Ulaganja u vrijednosne papire (dugotrajne)","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","064","06","0","Fixed Asset","Asset","EUR"
"0640-Ulaganja u mjenice, zadužnice (kupljene)","064-Ulaganja u vrijednosne papire (dugotrajne)","0640","064","1","","Asset","EUR"
"0641-Ulaganja u državne obveznice","064-Ulaganja u vrijednosne papire (dugotrajne)","0641","064","0","Fixed Asset","Asset","EUR"
"0642-Dugotrajna ulaganja u obveznice društva","064-Ulaganja u vrijednosne papire (dugotrajne)","0642","064","0","Fixed Asset","Asset","EUR"
"0643-Dugotrajna ulaganja u blagajničke zapise","064-Ulaganja u vrijednosne papire (dugotrajne)","0643","064","0","Fixed Asset","Asset","EUR"
"0644-Dugotrajna ulaganja u opcije, certifikate i sl.","064-Ulaganja u vrijednosne papire (dugotrajne)","0644","064","0","Fixed Asset","Asset","EUR"
"0645-Ulaganja u robne ugovore","064-Ulaganja u vrijednosne papire (dugotrajne)","0645","064","0","Fixed Asset","Asset","EUR"
"0646-Ulaganja u ostale vrijednosne papire (HSFI 9)","064-Ulaganja u vrijednosne papire (dugotrajne)","0646","064","0","Fixed Asset","Asset","EUR"
"06460-Ulaganja u udjele (dionice) raspoložive za prodaju","0646-Ulaganja u ostale vrijednosne papire (HSFI 9)","06460","0646","1","","Asset","EUR"
"06461-Vrijednosni papiri po amortiziranom trošku","0646-Ulaganja u ostale vrijednosne papire (HSFI 9)","06461","0646","0","Fixed Asset","Asset","EUR"
"0647-Ulaganje u vrijednosne papire (MSFI 9)","064-Ulaganja u vrijednosne papire (dugotrajne)","0647","064","0","Fixed Asset","Asset","EUR"
"06470-Ulaganja u udjele (dionice) kroz ostali sveobuhvatni dobitak","0647-Ulaganje u vrijednosne papire (MSFI 9)","06470","0647","1","","Asset","EUR"
"06471-Vrijednosni papiri po amortiziranom trošku","0647-Ulaganje u vrijednosne papire (MSFI 9)","06471","0647","0","Fixed Asset","Asset","EUR"
"0648-Ulaganja u udjele (dionice) povezanih osoba (koje nisu...","064-Ulaganja u vrijednosne papire (dugotrajne)","0648","064","0","Fixed Asset","Asset","EUR"
"0649-Nezarađeni prihodi u financijskim instrumentima","064-Ulaganja u vrijednosne papire (dugotrajne)","0649","064","0","Fixed Asset","Asset","EUR"
"065-Dani zajmovi, depoziti i sl.","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","065","06","0","Fixed Asset","Asset","EUR"
"0650-Dani dugotrajni zajmovi","065-Dani zajmovi, depoziti i sl.","0650","065","1","","Asset","EUR"
"06500-Dani zajmovi vanjskim pravnim osobama (nepovezanim)","0650-Dani dugotrajni zajmovi","06500","0650","1","","Asset","EUR"
"06501-Dani zajmovi vanjskim fizičkim osobama – obrtnicima","0650-Dani dugotrajni zajmovi","06501","0650","0","Fixed Asset","Asset","EUR"
"06502-Dani zajmovi kooperantima","0650-Dani dugotrajni zajmovi","06502","0650","0","Fixed Asset","Asset","EUR"
"06503-Dani zajmovi zaposlenicima","0650-Dani dugotrajni zajmovi","06503","0650","0","Fixed Asset","Asset","EUR"
"06504-Oročenja u bankama","0650-Dani dugotrajni zajmovi","06504","0650","0","Fixed Asset","Asset","EUR"
"06505-Financijski zajmovi dani u inozemstvo (nepovezanim osobama)","0650-Dani dugotrajni zajmovi","06505","0650","0","Fixed Asset","Asset","EUR"
"06508-Dani zajmovi povezanim osobama (koji nisu grupa ni...","0650-Dani dugotrajni zajmovi","06508","0650","0","Fixed Asset","Asset","EUR"
"06509-Ostali dugotrajni zajmovi","0650-Dani dugotrajni zajmovi","06509","0650","0","Fixed Asset","Asset","EUR"
"0651-Depoziti dugotrajni","065-Dani zajmovi, depoziti i sl.","0651","065","0","Fixed Asset","Asset","EUR"
"06510-Depoziti iz poslovnih aktivnosti","0651-Depoziti dugotrajni","06510","0651","1","","Asset","EUR"
"06511-Depoziti kod osiguravajućih društava","0651-Depoziti dugotrajni","06511","0651","0","Fixed Asset","Asset","EUR"
"06512-Depoziti u poslovnim bankama","0651-Depoziti dugotrajni","06512","0651","0","Fixed Asset","Asset","EUR"
"06513-Depoziti na carini (garancija špeditera)","0651-Depoziti dugotrajni","06513","0651","0","Fixed Asset","Asset","EUR"
"06514-Sudski depoziti","0651-Depoziti dugotrajni","06514","0651","0","Fixed Asset","Asset","EUR"
"0652-Kaucije i kapare","065-Dani zajmovi, depoziti i sl.","0652","065","0","Fixed Asset","Asset","EUR"
"06520-Kaucije za obveze","0652-Kaucije i kapare","06520","0652","1","","Asset","EUR"
"06521-Kaucije iz kupoprodajnih poslova","0652-Kaucije i kapare","06521","0652","0","Fixed Asset","Asset","EUR"
"06522-Kaucije za plaćanja","0652-Kaucije i kapare","06522","0652","0","Fixed Asset","Asset","EUR"
"06523-Dane kapare i osiguranja","0652-Kaucije i kapare","06523","0652","0","Fixed Asset","Asset","EUR"
"066-Ulaganja koja se obračunavaju metodom udjela","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","066","06","0","Fixed Asset","Asset","EUR"
"0660-Ostala ulaganja (udjeli) (zajedničko ulaganje ili...","066-Ulaganja koja se obračunavaju metodom udjela","0660","066","1","","Asset","EUR"
"0661-Ulaganje zajednički kontrolirano društvo s više od 20%...","066-Ulaganja koja se obračunavaju metodom udjela","0661","066","0","Fixed Asset","Asset","EUR"
"067-Ostala dugotrajna financijska imovina","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","067","06","0","Fixed Asset","Asset","EUR"
"0670-Ulaganja u investicijske fondove (s rokom dužim od 1 god.)","067-Ostala dugotrajna financijska imovina","0670","067","1","","Asset","EUR"
"0671-Derivativna imovina","067-Ostala dugotrajna financijska imovina","0671","067","0","Fixed Asset","Asset","EUR"
"0672-Ulaganja u investicijsko zlato","067-Ostala dugotrajna financijska imovina","0672","067","0","Fixed Asset","Asset","EUR"
"0673-Ostala nespomenuta dugoročna ulaganja","067-Ostala dugotrajna financijska imovina","0673","067","0","Fixed Asset","Asset","EUR"
"068-Vrijednosno usklađenje financijske imovine – dugotrajne...","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","068","06","0","Fixed Asset","Asset","EUR"
"069-Nezarađene kamate u kreditima i sl.","06-DUGOTRAJNA FINANCIJSKA IMOVINA (S POVRATOM DUŽIM OD...","069","06","0","Fixed Asset","Asset","EUR"
"0690-Ispravak vrijednosti obveznica i sl. za diskont/premiju","069-Nezarađene kamate u kreditima i sl.","0690","069","1","","Asset","EUR"
"07-POTRAŽIVANJA (DULJA OD JEDNE GODINE)","0-POTRAŽIVANJA ZA UPISANI KAPITAL I DUGOTRAJNA IMOVINA","07","0","0","Fixed Asset","Asset","EUR"
"070-Potraživanja od poduzetnika unutar grupe","07-POTRAŽIVANJA (DULJA OD JEDNE GODINE)","070","07","1","","Asset","EUR"
"0700-Potraživanja od poduzetnika unutar grupe za isporučene...","070-Potraživanja od poduzetnika unutar grupe","0700","070","1","","Asset","EUR"
"0701-Ostala potraživanja unutar grupe","070-Potraživanja od poduzetnika unutar grupe","0701","070","0","Fixed Asset","Asset","EUR"
"07010-Potraživanja s temelja realiziranih jamstava i sl.","0701-Ostala potraživanja unutar grupe","07010","0701","1","","Asset","EUR"
"071-Potraživanja od društava povezanih sudjelujućim interesom","07-POTRAŽIVANJA (DULJA OD JEDNE GODINE)","071","07","0","Fixed Asset","Asset","EUR"
"0710-Potraživanja od društava povezanih sudjelujućim...","071-Potraživanja od društava povezanih sudjelujućim interesom","0710","071","1","","Asset","EUR"
"0711-Ostala potraživanja od društava povezanih sudjelujućim...","071-Potraživanja od društava povezanih sudjelujućim interesom","0711","071","0","Fixed Asset","Asset","EUR"
"07110-Potraživanja s temelja realiziranih jamstava i sl.","0711-Ostala potraživanja od društava povezanih sudjelujućim...","07110","0711","1","","Asset","EUR"
"072-Potraživanja od kupaca – dugotrajna","07-POTRAŽIVANJA (DULJA OD JEDNE GODINE)","072","07","0","Fixed Asset","Asset","EUR"
"0720-Potraživanja s osnove prodaje na robni kredit","072-Potraživanja od kupaca – dugotrajna","0720","072","1","","Asset","EUR"
"0721-Potraživanja s osnove prodaje na robni kredit u inozemstvu","072-Potraživanja od kupaca – dugotrajna","0721","072","0","Fixed Asset","Asset","EUR"
"0722-Potraživanja za prodane usluge na kredit","072-Potraživanja od kupaca – dugotrajna","0722","072","0","Fixed Asset","Asset","EUR"
"0723-Potraživanje za dugotr. imovinu prodanu na kredit","072-Potraživanja od kupaca – dugotrajna","0723","072","0","Fixed Asset","Asset","EUR"
"0724-Potraživanja za prodani udjel na kredit","072-Potraživanja od kupaca – dugotrajna","0724","072","0","Fixed Asset","Asset","EUR"
"0725-Potraživanja za prodaju na potrošački kredit","072-Potraživanja od kupaca – dugotrajna","0725","072","0","Fixed Asset","Asset","EUR"
"0726-Potraživanje za prodaju uz obročnu otplatu","072-Potraživanja od kupaca – dugotrajna","0726","072","0","Fixed Asset","Asset","EUR"
"0729-Ostala potraživanja iz prodaje na kredit","072-Potraživanja od kupaca – dugotrajna","0729","072","0","Fixed Asset","Asset","EUR"
"073-Potraživanja iz faktoringa","07-POTRAŽIVANJA (DULJA OD JEDNE GODINE)","073","07","0","Fixed Asset","Asset","EUR"
"074-Potraživanja za jamčevine","07-POTRAŽIVANJA (DULJA OD JEDNE GODINE)","074","07","0","Fixed Asset","Asset","EUR"
"0740-Potraživanja za jamčevine iz operativnog lizinga","074-Potraživanja za jamčevine","0740","074","1","","Asset","EUR"
"0741-Jamstvo za dobro izvedene radove","074-Potraživanja za jamčevine","0741","074","0","Fixed Asset","Asset","EUR"
"0742-Jamčevine iz natječaja","074-Potraživanja za jamčevine","0742","074","0","Fixed Asset","Asset","EUR"
